name,num_films
Pietro Germi,10
Victoria Hochberg,1
Eddy Terstall,4
Gregg Toland,1
Tom McGrath,5
Corban Gossett,1
Cate Shortland,3
Aram Avakian,4
Marilyn Agrelo,2
Mark Wexler,2
John Hockridge,3
Alice Wu,1
Pierre Salvadori,4
Don Argott,8
David Vincent Rimer,1
Alexandre Aja,6
Pradeep Sarkar,3
Charles Dance,1
Stephen Tolkin,3
Kazuki Omori,3
Adrian Shergold,5
Lawrence Jordan,1
Anthony Kimmins,4
Alastair Bullock,2
Paweł Pawlikowski,4
Chris Terrio,1
Harvey Kahn,2
Mary McGuckian,1
Michael McGowan,4
Alexander H. Gayner,1
David LaChapelle,1
Miranda July,2
Fruit Chan,6
Miklós Rózsa,1
Johnny Green,1
James E. Casey,5
Claudio Fäh,5
Christopher Kulikowski,1
Bruce Campbell,2
Joan Rivers,1
Keva Rosenfeld,2
Paolo Virzì,7
William McGarry,1
John S. Detlie,1
Michael Auszura,1
Yoshimitsu Banno,1
Teddy Mason,1
Luc Jacquet,3
Jérôme Maison,1
Joan de Camaret,1
Alan Wade,1
Brian Flemming,1
Shemi Zarhin,2
Lee Cleary,1
Henry Alex Rubin,2
Dana Adam Shapiro,2
Lee Grant,2
John Paragon,2
Law Chi,1
Philippe Arthuys,1
Curtiss Clayton,1
Yang Yun-ho,3
Konrad Niewolski,3
Giacomo Battiato,2
Craig Brewer,3
Alex De Rakoff,2
Andrew Bujalski,5
P.J. Voeten,4
Paul Provenza,1
Harlan Thompson,1
Martin Walz,2
Tassos Boulmetis,2
Ahn Byeong-ki,3
Joss Whedon,5
Gregory Greene,2
Bruce Weber,1
Ramesh Sippy,1
A.R. Balan,1
Kishen Bishen,1
Khalish Lucknavi,1
Sharad Palekar,1
D.R. Thakkar,1
Hur Jin-Ho  ,4
Orry-Kelly,1
Ki-hyeong Park,3
Jim O'Connolly,5
Arie Posin,2
Jonathan Jakubowicz,2
Phil Morrison,2
Mike Bigelow,1
Gary Marcus,1
Mark Turnbull,1
Bill Booth,1
Tim Hughes,1
Mandi Bialek-Wester,2
Guy Campbell,1
Nick McKinnon,1
Ermanno Olmi,9
David Yates,10
Tony Piccirillo,1
Charles J. Rice,1
Herb Wallerstein,2
Jack Starrett,5
Sebastian Gutierrez,7
Jeff Renfroe,4
Marteinn Þórsson,1
Brian Herzlinger,2
Jon Gunn,5
Brett Winn,1
Christian Ferry,1
Édouard Luntz,1
John Halas,1
Joy Batchelor,1
Rusty Sachs,1
Dorothy Arzner,10
Petri Kotwica,4
Almut Getto,1
Judd Apatow,5
Gilles Marchand,2
Robert Hall,4
Farah Khan,4
Aditya Chopra,3
Jatin Pandit,1
Lalit Pandit,1
Mohammed Kasim,1
Gavin Millar,3
Tova Magnusson,2
Claude Zidi,15
Anders Rønnow Klarlund,3
Georgiy Daneliya,10
Sergei Khramtsov,1
Gary Chapman,1
Dominique Arcadio,1
Robin Campillo,2
Michael Showalter,3
Bruce Hunt,1
Meiert Avis,2
David Kendall,1
Coralie Lew,1
Mehdi Sayah,1
Kerry Asmussen,1
Konda Mason,1
Charmian Adams,1
Jeff Wadlow,4
Liev Schreiber,1
Mike Mills,4
Paul Etheredge,2
Pete Michels,1
Lizzie Borden,2
Gene Anderson,1
Tony Palmer,3
Frank Zappa,3
Peter Francis,3
Charles Leatherland,3
Rob McKittrick,1
Gen Sekiguchi,1
Craig Ross Jr.,3
Richard Jobson,2
Robert Schwentke,7
Mike Johnson,1
Lexi Alexander,3
Panna Rittikrai,3
Tetsuya Nomura,2
Takeshi Nozue,2
Katrina Holden Bronson,1
Dave McKean,1
Michael Gilio,1
Lucile Hadzihalilovic,3
Ilya Khrzhanovsky,1
Brunello Rondi,4
Marcella Laurino,1
William Butler,2
Virgil Nicolaescu,1
Theodor Halacu-Nicon,1
Tora Dragomir,1
Josef von Báky,2
Steve Box,1
Marnie Paxton,1
Shane Black,3
Jae-yeon Yun,2
Ira Sachs,5
Jessica Sharzer,1
Mike Marvin,2
Teresa Fabik,3
Matthew Leutwyler,5
John Simpson,2
Peter Watkins,9
Julian Fellowes,2
Filippa Freijd,1
Martin Jern,2
Emil Larsson,2
Henrik Norrthon,1
Timo Vuorensola,3
William K. Howard,9
Daniel B. Gold,1
Judith Helfand,1
Dariush Mehrjui,4
John Gatins,1
Leon Becker,1
Mark Milgard,1
Kevin Willmott,1
Amanda Goodwin,1
Josh Stolberg,5
Lisa Lax,2
Nancy Stern,1
Stefan C. Schaefer,3
Doron Eran,1
Greg Whiteley,3
Darren Lynn Bousman,10
Sergio Castellitto,3
Pirjo Honkasalo,4
Arthur Rose,1
Berry Gordy,1
Stephen Milburn Anderson,2
Fernando Eimbcke,3
Carl Koch,1
Lotte Reiniger,1
Allison Louise Downe,3
Tetsuro Takeuchi,1
David Weaver,4
Giddi Dar,1
Dan Cooper,2
Gustavo Loza,3
Rosie Jones,1
William F. Claxton,1
Hideo Gosha,6
Christopher Smith,8
Max Keene,2
Joe Wright,6
Ian Bailie,3
David J. Burke,1
Roger Hedden,1
Greg McLean,5
John R. Saunders,3
Stephen P. Dunn,1
Haruo Tanaka,1
Kazuo Ishikawa,1
Gen Kenkichi,1
Hamao Negishi,2
Marco Bellocchio,11
Jean-Marc Vallée,6
Liam Lynch,4
Laurence Dunmore,1
Kemp Curly,1
Kevin Harrison,1
Roberto Pariante,3
Masami Kuzû,3
Pantelis Voulgaris,4
Francis Palluau,1
Lemuel Ayers,1
Merrill Pye,1
Lou Bunin,1
Al Shenberg,3
Arvid Griffin,1
Craig Lucas,2
Jessica Sanders,1
Jim Hanon,2
Hany Abu-Assad,2
Dan Hennah,1
Josep Maria Domènech,1
Carles Bosch,2
Mehboob Khan,1
Monty Montgomery,1
Sarah Watt,1
Simon Fellows,5
Don Medford,3
Ahn Sang-hyeon,1
Heo Seong-wook,1
Hong Mi-sook,1
Gérard Guérin,1
Lucile Costa,1
Tommy Lee Jones,4
Mary Saisselin,1
Ulf Malmros,7
Susan Stroman,1
Duncan Tucker,1
George Every,1
Mahamat-Saleh Haroun,4
Ryszard Bugajski,4
Jeff Margolis,1
Ed Bye,1
Karel Kachyňa,3
Andrés Waissbluth,1
Niall Johnson,2
Amol Palekar,2
Jack Gold,13
Ian Fordyce,1
Ariel Zeitoun,2
Julien Seri,1
Robert Manganelli,1
Makoto Shinkai,11
Lansing C. Holden,1
Henry Cornelius,3
Gordon Scott,1
Harry Kratz,1
Heidi Ewing,6
Rachel Grady,6
Olaf Lubaszenko,2
Joel Viertel,2
Wendy Apple,1
Pierre Morel,4
Nicholaus Goossen,3
James Gartner,1
Cory Edwards,1
Todd Edwards,1
Tony Leech,1
Trish Doolan,1
Yasuo Furuhata,1
Marvin Stuart,2
Mark Levin,2
Fabrice Du Welz,4
Bill Shore,1
Rick Bota,4
Boris Khlebnikov,5
Aleksei Popogrebsky,2
Damián Szifrón,3
Carlos Sorin,5
Ere Kokkonen,19
Joachim Rønning,4
Espen Sandberg,4
Alan Clarke,8
Richard Schickel,5
Daniel MacIvor,1
Kazuyoshi Okuyama,1
Rintaro Mayuzumi,1
Amanda Micheli,1
Edmund Butt,1
Ray Milland,2
Andrew L. Stone,13
Byron Paul,1
Michael Blieden,4
Robert Markowitz,8
Catherine Ircha,4
Sanaa Hamri,4
Paule Baillargeon,1
Ol Parker,2
Dale Manning,1
Ruba Nadda,4
Andrew Leman,1
Albert Dupontel,6
Jun Ichikawa,2
Jeremy Haft,1
Hunter Richards,1
Adam Rapp,3
Jason Friedberg,8
Aaron Seltzer,8
Tyler Perry,18
Frank Passingham,2
Jean Duval,2
Bernardo Trujillo,1
Jim Sonzero,1
Howard Hall,3
Richard Sears,2
Bob Richardson,1
Marcello Caracciolo Di Laurino,1
Ten Shimoyama,2
Howard W. Koch,8
Vaclav Mottl,1
Jakub Eliasek,1
Stephan O. Gessler,2
Cornelia Ott,2
Christian Schaefer,1
Jason Reitman,6
Jason Blumenfeld,4
Steven Samanen,2
Sonia Bhalla,1
Xanthus Valan,2
Gavin Hood,5
Elizabeth Allen Rosenbaum,3
Rob Spera,4
Matti Grönberg,3
Boris Ingster,3
Michael Henry Wilson,1
Rupert Murray,2
Florian Henckel von Donnersmarck,2
Miklós Jancsó,14
Zsolt Kézdi-Kovács,2
Lilja Kelstein,1
Liz Friedlander,1
Claude Goretta,2
Patrick Grandperret,2
Laurent Ferrier,1
Jeff Feuerzeig,2
Serge Roullet,1
Alain Ferrari,1
Kim Finn,1
Todd Williams,1
Doug Atchison,1
Laís Bodanzky,3
Sanford Hampton,1
Trent Cooper,2
William Brent Bell,4
Rian Johnson,3
Dave Parker,3
Jake West,4
Simon Boyes,2
David Steiman,1
Paul Fox,2
Gemma Fauria,1
Charles Braverman,1
James Gunn,5
Nnegest Likké,1
Christian Volckman,1
Dani Levy,2
Charley Stadler,1
Adam Goldberg,2
Dome Karukoski,7
John Parker,1
Neil Armfield,2
James Hanlon,1
Rob Klug,1
Gedeon Naudet,1
Jules Naudet,1
Marc Grunebaum,1
Jean-François Dion,1
Wil Shriner,1
David Slade,3
Alex Turner,2
Banjong Pisanthanakun,6
Parkpoom Wongpoom,4
Hal Sutherland,2
Im Sang-soo,5
Steve 'Spaz' Williams,1
Ricardo de Montreuil,3
Ann Turner,1
Hans-Christian Schmid,5
Julian Jarrold,9
J.J. Abrams,5
Jessica Bendinger,1
Ramin Bahrani,6
Jenna Fischer,1
Ryan Bergmann,1
Andrew J. Stratmann,1
Andreea Popa,1
Karey Kirkpatrick,2
Patricia Johnson,2
Richard E. Grant,1
Richard Field,1
Scott Marshall,2
Eben Ostby,1
Joe Ranft,1
Andy García,1
Matthew Cole Weiss,1
Michael Bregman,1
Enzo G. Castellari,23
Stefania Girolami Goodwin,1
Andrea Girolami,1
Dolph Lundgren,5
Bill Sherwood,1
Aric Avelino,1
Gaby Dellal,4
Charles David,1
Gregory Dark,2
Chris Paine,2
Luc Béraud,2
Jean Eustache,2
John Stewart,1
Martin Guigui,3
Lu Chuan,4
Caveh Zahedi,2
Joseph Castelo,2
Craig Chester,1
Stephen Woolley,1
Sam Dunn,7
Scot McFadyen,6
Jessica Joy Wise,1
Michele Lupo,16
Alison Murray,2
Mat Whitecross,6
Lian Lunson,1
Billy Kent,2
Jonathan Dayton,2
Valerie Faris,2
Bob Hercules,2
Cheri Pugh,1
Pjer Žalica,2
J.T. Petty,4
John Fasano,2
John Hazlett,1
Michael Fengler,3
Jem Cohen,7
Philip L. Parslow,1
Richard Claus,1
Rakesh Roshan,7
Paul Dinello,1
Philip Chidel,1
Charles Bail,2
Patrick Creadon,4
Min Kyu-dong,5
Kim Tae-yong,2
Kang Yi-kwan,2
Andy Cheng,2
Gil Kenan,3
Petr Zelenka,5
Ryszard Zatorski,3
James Giovannetti Jr.,1
Michael Lerman,3
Peter Thorell,1
Chris Graham,3
Lee Daniels,4
Wisit Sasanatieng,4
Arthur Robison,1
Cristi Puiu,5
David Weisman,2
John Palmer,2
Matti Kassila,9
Brian Taylor,4
Mark Neveldine,5
David Marks,1
Jarno Laasala,1
Lilith Bekmezian,2
Thierry Poulet,3
Alexander Golitzen,1
Mark Hammond,1
Sean Stanek,2
Philippe Turlure,1
Fernand Moszkowicz,2
Rida Draïs,1
Ben Hecht,1
Lee Garmes,1
Arch Nicholson,1
Anne Fletcher,5
Erik Canuel,2
Masaaki Yuasa,4
Robert Edwards,2
Ryan Fleck,4
Emmanuel Carrère,1
Yeung-Wah Kam,1
Murali K. Thalluri,1
Steve Pink,4
Clas Lindberg,1
Hella Joof,1
Lucie Burianová,1
Olivier Marchal,4
Ericson Core,2
Bryan Barber,1
Eran Riklis,5
Jeff Stanzler,1
James Parrott,2
Morey Lightfoot,1
Albert Lamorisse,2
Sidney Gilliat,4
Percy Hermes,1
Alfred J. Goulding,2
Jay Duplass,6
Mark Duplass,5
Regina Gordon,1
Douglas Camfield,1
Jonas Frick,1
Daniel Lind Lagerlöf,7
Kristina Kjellin,1
Nando Cicero,2
Albino Cocco,1
Lajos Koltai,2
Luis Abadié,1
Stuart Cooper,2
Allen Coulter,2
Jimmy Larouche,1
Laurie Collyer,3
Wilson Yip,11
Alain Berbérian,4
Dominique Warnier,1
Christopher Reeve,2
Colin Brady,1
Dan St. Pierre,2
Benoît Delépine,5
Gustave de Kervern,5
Louis Forbes,1
McClure Capps,1
Eric Steel,1
E.A. Dupont,4
Geoffrey Boothby,1
Theresa Wachter,1
Hans Canosa,2
Alexandre Volkoff,3
Yakov Protazanov,5
Fons Rademakers,2
Jill Culton,1
Anthony Stacchi,2
Robin Schiff,1
Ömer Faruk Sorak,2
Robert Thayer,1
Greg Coolidge,1
Erik Poppe,4
Harry Lachman,9
Christian Alvart,5
Ryan Murphy,4
Max Nosseck,2
Scott Coffey,2
John Bonito,2
Michael O. Sajbel,2
Paul Crowder,4
Yuri Muzykant,1
Sergei Vasilyev,1
Oskar Roehler,2
Pekka Karjalainen,1
John Gulager,5
Amy Berg,6
Alex Kendrick,5
Derek Ritchie,1
David Leaf,2
John Scheinfeld,3
Mathias Ledoux,1
James Foster,2
Fyodor Bondarchuk,5
Antti-Jussi Annila,2
Dito Montiel,6
Géla Babluani,3
Gabriel Range,2
Wolfgang Staudte,2
Pascal Morelli,1
Teresa Weston,1
David Bowers,5
Sam Fell,3
Roland Winke,1
Pat Holden,3
Robert Gliński,1
Mehdi Charef,2
Jordan Scott,2
Stefano Veneruso,1
Tomomi Mochizuki,1
Pierre Adidge,2
Cecilia Peck,2
Marshall Curry,4
Tom Hooper,10
Molly Sole,1
Consuelo Bidorini,1
Lorenzo Marangoni,1
Lisa Romano,1
Judy Morris,1
Warren Coleman,1
David Nelson,2
Daniel Jeannette,1
Brad Greenwood,1
David Ayer,6
Paul Andrew Williams,5
Clive Saunders,1
Edwin S. Porter,9
Gilbert M. Anderson,2
Michel Hazanavicius,6
Qu Youning,1
Angelika Wang,2
Hans Fjellestad,2
Sarah Moudjebeur,1
Lambert Hillyer,5
James Ponsoldt,5
Stefen Fangmeier,1
Mohammad Rasoulof,3
David Gebroe,1
Anna Reeves,1
Jack Garfein,2
Denis Dercourt,3
Dylan Avery,2
Erwin Wagenhofer,3
Macie Vener,1
Paul Humfress,1
Guy Ford,1
Jens Lien,2
Ali Selim,1
Dino Athanassiou,1
Paul Bolger,1
Greg Tiernan,3
Sylvain White,4
Jang Yoon-hyeon,1
Katherine Brooks,3
Kelly Reichardt,8
Sui Rajakaruna,1
Rajeev Virani,1
Emilio Maillé,1
Antony Cordier,2
Xavier Giannoli,4
Michael Katleman,2
Steven R. Monroe,14
Philip Gröning,2
Heinz Dunkhase,1
Franco Marazzi,1
Georgia Lee,1
Luke Wilson,1
Andrew Wilson,1
Nobuhiro Yamashita,3
Věra Chytilová,5
Gábor Csupó,3
Frank Sebastiano,1
Conor McMahon,3
Jim Hickey,1
Nobuhiko Ôbayashi,7
Clayton Jacobson,1
Drew Heriot,1
Joshua Michael Stern,3
Paul Almond,1
Su-chang Kong,2
Susannah Grant,1
Nenad Pečur,1
Shû Sakiyama,1
Billy Corben,7
Todd Robinson,2
Jan Pinkava,2
Fred Wolf,6
Christopher Doyle,3
Gérard Depardieu,2
Bruno Podalydès,3
Frédéric Auburtin,4
Nobuhiro Suwa,2
Oliver Schmitz,3
Alberto Lattuada,15
Michael Sarne,1
Michael Hegner,2
Karsten Kiilerich,1
Ariel Vromen,4
Rachid Bouchareb,6
Gulshat Omarova,1
Simon Brand,2
Paul McCartney,1
Bernard Knowles,2
John Lennon,1
George Harrison,1
Ringo Starr,1
Carlene Cordova,1
Kôichi Takagi,1
Mike Clattenburg,6
Margot Ready,2
Ben Garant,3
Sue Kramer,1
Eric Khoo,4
Steven Cantor,5
Matthew Galkin,2
Emre Hamamci,1
Yelkan Iskorkutan,1
Buket Sezgin,1
Ugur Aygan,1
Menhaj Huda,2
James Muro,1
David Tripet,1
Bob Hurrie,1
David E. Durston,1
Bernard Girard,3
Joel Bender,2
Paolo Sorrentino,8
Chris Gerolmo,2
Sonja Heiss,2
Maren Ade,3
Baran bo Odar,4
Agnes Karow,1
Christopher Dillon Quinn,1
Tommy Walker,1
James Longley,1
Michele Placido,3
Mikko Niskanen,8
Richard Compton,4
Chris Muller,1
Maya Deren,6
Alexander Hammid,2
John Penney,2
Aleksey Fedorchenko,5
Miguel Courtois,2
Carmen Torres,1
Manuel L. Cañizares,1
Yan Angosse,1
Fred Barzyk,2
David R. Loxton,1
Victor Cook,6
Randall Badger,1
Nacho Cerdà,3
Tom Vaughan,5
Roy London,1
Pete Travis,5
Rory Bruen,1
Steve Taylor,2
David Carreras,1
Mennan Yapo,2
Arlene Lott,1
Richelle Wilks,1
Sunu Gonera,1
Martin Weisz,3
Kevin Munroe,4
Andrey Kravchuk,3
Giuseppe Bertolucci,3
Astrid Poeschke,2
Ehud Segev,1
Jason Matzner,1
Mark Anthony Galluzzo,1
Nae Caranfil,2
Vidhu Vinod Chopra,5
János Hollós,1
Sam Ruman,3
Scott Frank,3
Josh Gordon,3
Will Speck,3
Helen Ahlsson,1
Lisa Munthe,1
Sara Johnsen,2
Stephen J. Anderson,1
Paul Rachman,2
David Von Ancken,2
Valérie Lemercier,2
Koki Mitani,3
Chuck Jones,27
Ben Washam,2
Keiichi Sugiyama,1
Dave Willis,1
Matt Maiellaro,1
Myung Nam Jang,1
Wayne Beach,1
Emile de Antonio,4
Edouard Dubois,1
Ed Stone,1
Hong Sang-soo,16
Chu Yen-ping,6
Jon Kasdan,2
Debbie Isitt,4
Tim Franklin,1
Steve Bendelack,3
Grace Lee,3
Lenny Abrahamson,5
Mark Soparlo,1
Harvey Glazer,3
Scott Wiper,3
Kirk R. Thatcher,3
William Tyler Smith,1
Rob Stewart,2
Cristian Mungiu,5
Jeff Lipsky,1
Takeshi Imamura,1
Goro Miyazaki,2
Mike White,1
Charles Binamé,3
Katherine Dieckmann,2
Masashi Ando,4
Masafumi Mima,6
Douglas Mackinnon,2
Kenneth Holmes,1
Apichatpong Weerasethakul,8
Andrea Arnold,7
Derek Yee Tung-Sing,9
Sarah Polley,3
Joanna Moore,1
Douglas Gordon,1
Philippe Parreno,1
Katrina Mackay,2
Gareth Cousins,1
C.B. Harding,1
Stanley Nelson,3
Robert Krause,1
Chris Miller,1
Raman Hui,5
Peter Winther,5
Robinson Devor,2
Taika Waititi,7
Julia Loktev,2
Sean Ellis,4
David Moreau,3
Xavier Palud,3
Peter Djigirr,1
Kim Chapiron,3
Isao Yukisada,4
Eric Nicholas,1
Henning Schellerup,2
Andrew Currie,2
Dominique Abel,4
Fiona Gordon,4
Bruno Romy,3
Harry Moses,2
Phil Tucker,1
Robert E. Barnes,1
Michael Traeger,1
Paul Mayeda Berges,1
Chris Kraus,3
Annette K. Olesen,2
Chao-Bin Su,2
Alex Holdridge,1
Harry Harris,1
Tom Kalin,2
Dana Ranga,1
Tristram Powell,1
Oscar Micheaux,5
Sterling Van Wagenen,3
Adam Curtis,7
Ricki Stern,5
Anne Sundberg,5
Reza Bagher,1
Adam Yauch,3
Cherie Nowlan,2
Desma Murphy,4
Caitlin Reilly,1
Ralph Levy,2
Paul Ziller,15
Steve DiMarco,1
Henrik Tamm,1
Peter Flinth,6
Jeremy Brock,1
Mark Fergus,1
Michael Caleo,1
Zoe R. Cassavetes,1
Clem Beauchamp,5
Paul Wing,1
David Hewlett,2
Tennyson Bardwell,2
Joey Lauren Adams,1
Akiva Schaffer,4
Gary McCarver,1
Matthew Schofield,2
Chris Sivertson,3
Jon Poll,1
Libby Hodgson,2
Tim Singh,1
Patrick Murphy,1
Joanna Foley,1
Ashley Winter,2
Scott Dalton,1
Margarita Martinez,1
Hubert Engammare,2
Cam Archer,2
Micha X. Peled,1
Guillaume Canet,5
Aleksi Salmenperä,5
Filip Remunda,1
Vít Klusák,1
Corneliu Porumboiu,4
Alexandru Vitzentzatos,1
Giuseppe Colizzi,4
Daniel Filho,4
William Girdler,8
Kurt-Olof Sundström,1
Adam Ravetch,1
Sarah Robertson,1
David Arquette,1
Xavier Beauvois,2
Deborah Scranton,1
James Huth,5
Laurent Tirard,6
David Markey,1
Doug Lefler,3
Pierre Gill,1
Pascale Ferran,2
Alex Jones,4
Fred Savage,1
Philip G. Atwell,2
Julie Delpy,5
Gerry Mitchell,1
Seth Gordon,6
Scott Glosserman,1
John August,1
Jake Paltrow,3
Marcello Fondato,5
Illeana Douglas,1
Deborra-Lee Furness,1
Mark Palansky,2
Andrew Upton,1
Col Spector,1
Toa Stappard,1
William Garcia,1
Paul Holmes,1
J.M. Kenny,2
Giuseppe De Santis,1
Basilio Franchina,1
Gianni Puccini,3
Thomas Bangalter,1
Guy-Manuel de Homem-Christo,1
Charles Ferguson,2
Don E. FauntLeRoy,7
Edward Pisoni,1
Rakeysh Omprakash Mehra,3
Kern Konwiser,1
David Ren,2
Nick Palmer,1
Catherine Palmer,1
Steve Skrovan,2
Henriette Mantel,1
Michael Arias,1
David Sington,3
Craig Gillespie,5
Mark Helfrich,1
David Webb,3
Helen Xenopoulos,4
Tony Gilroy,3
Robert Bavin,1
Kevin Constant,1
Jennifer Donaldson,1
Ben Affleck,4
Scott Caan,2
Greg Glienna,1
Jonny Campbell,1
Dan Reed,4
Edgar Morin,1
Jean Rouch,5
Robert Moresco,1
Gideon Raff,2
Sam Garbarski,4
Zackary Adler,4
Vincent Paronnaud,2
Marjane Satrapi,3
Anton Corbijn,4
Robin Swicord,2
Anders Banke,2
Otto Guerra,1
Simon Relph,1
Frank Ryan,1
Jeff Garlin,4
Debbie Melnyk ,1
Rick Caine,1
Jonathan King,2
Tijen Çelik,1
Çagdas Malay,1
Daniel G. Karslake ,1
Frank Gabriel,1
Brad Graeber,1
Bruce Tinnin,1
Peter Madsen,1
Jeffrey James Varab,1
Ryoo Seung-wan,5
Amir Bar-Lev,4
Dany Espinelli,1
Cao Hamburger,2
Mike Cahill,3
Scott Thomas,1
Jeremy Kasten,3
Matthew Hastings,3
Apichart Chusakul,1
Simon J. Smith,3
Prompop Lee,1
Dan Klores,2
John Coney,1
Cheol-hie Park,1
Giles Masters,1
Jonathan McGarry,2
Zach Helm,1
Priscilla Elliott,2
Calum Grant,1
Joshua Atesh Litle,1
Kurt Raab,2
Warren P. Sonoda,5
Alison Eastwood,1
Ted Braun,2
Terry Green ,2
Jeremy Saulnier,3
Amy Armstrong,1
Sam Nainoa,1
Elion Olson,1
Cristi Rickey,1
Lucía Puenzo,3
John Francis Murphy,2
Xavier Gens,4
Franck Khalfoun,5
Joby Harold,1
Dwayne Carey-Hill,2
William Greaves,1
Larry Ferguson,2
Hardy Martins,1
Joe Lynch,4
Juan Antonio Bayona,3
James D. Scurlock,1
Jacques Deray,12
Nisha Ganatra,3
Ana Clavell,2
James Glenn Dudelson,2
Christophe Honoré,8
Tony Spiridakis,1
Tom Thurman,3
Andrew Wagner,1
Pierre Rehov,1
Martyn Friend,1
Oren Rudavsky,2
Rick Ray,2
Gary Hustwit,3
Ham Tran,1
Brian Relyea,3
Martha Johnston,2
K. Ryan Jones,1
Edward A. Blatt,1
Elmer Decker,3
Norifumi Suzuki,3
Philippe Garrel,12
Dario Piana,1
Jonathan Berman,1
Wilfred Buckland,1
Shôsuke Murakami,1
Martin Hynes,1
Phil Flores,4
Mitchell Altieri,6
Goran Dukic,1
Fredi M. Murer,2
Ishai Setton,3
Eric Richard Lasko,2
Colin Strause,2
Greg Strause,2
Andrew Li,5
Martina Javorova,2
William Heins,1
Heitor Dhalia,3
Ning Hao,4
Justin Theroux,1
John Brahm,12
Bill Guttentag,4
Dan Sturman,2
Laura Mañá,2
Luiz Fernando Carvalho,1
Nicholas Webster,1
Breno Silveira,1
Calvito Leal,2
Aamir Khan,1
Oldřich Lipský,3
Tomás Svoboda,1
Shim Hyung-Rae,2
Joe Swanberg,14
Eran Kolirin,1
So Yong Kim,5
Gary Lennon,1
Jorge Gaggero,1
Kim Rossi Stuart,1
Mihnea Vieru,1
Adam Green,7
Scott Marshall Smith,1
Diane Crespo,1
Herbert Brenon,4
Haruki Kadokawa,1
Tatsuo Satō,2
Miles Brandman,1
Eric Valette,4
David E. Talbert,3
Jeff Lowell,1
David Bruckner,3
Dan Bush,2
Jacob Gentry,5
Martin McDonagh,3
Abderrahmane Sissako,3
Walter Carvalho,1
Nadine Labaki,3
Richard Robbins,2
Julian Gilbey,4
Joseph Greco,1
Michael Ian Black,1
Mitchell Lichtenstein,2
Marshall Lewy,2
Catherine Owens,1
Louise Osmond,3
Jerry Rothwell,3
Bård Breien,1
Noël Coward,1
Michael Kang,1
Henning Carlsen,3
Thomas Valentine,4
Itsuko Kurono,2
Joe Otting,2
R.L. Hough,1
Jieho Lee,1
Philip Ford,1
Malik Bader,3
Raymond Depardon,4
Jon M. Chu,7
Andrew Bennison,1
Lee Hyeon-seung,2
Craig Zobel,3
Charles Robert Carner,3
Justin Chadwick,3
Kent Alterman,1
David Schwimmer,3
Weijun Chen,1
Robert Sarkies,3
Jim Strouse,4
Miguel Alexandre,1
Talia Lugacy,1
Michael Berg,1
Robin Auld,1
Phil Harvey,1
Richard Selway,2
Julia Dehoff,1
Steve Carter,1
Melloney Cunnell,2
Gurel Mehmet,1
Jimmy Hayward,3
Steve Martino,4
Zhang Xiao Ming,1
Jing Tao Zhao,1
Andrea Nix,2
Sean Fine,2
Marco Schnabel,1
Martin Trevis,1
Sean Guest,4
Paulo Morelli,1
Richard Roxburgh,1
Peter Joseph,3
Stefan Fjeldmark,5
Kresten Vestbjerg Andersen,3
Thorbjørn Christoffersen,3
Shira Geffen,2
Etgar Keret,1
Dave Bullock,1
Áron Gauder,1
Helen Hunt,2
Takahisa Katsume,1
Mitsunori Kanaoka,1
Michael Skolnik,1
Lionel Baier,1
Ilmar Raag,2
Aaron Katz,5
Doug Block,2
Alexander Gruszynski,1
Ido Haar,2
Abel Gance,6
Georges Lampin,1
Viktor Tourjansky,1
Jean Mitry,1
Henry Krauss,1
Henri Andréani,1
Serge Piménoff,1
Vladimir Meingard,1
Mario Nalpas,1
Jean Arroy,1
Pierre Danis,1
Sacher Purnal,1
Marc S. Grenier,3
Patricia Riggen,5
Kensho Yamashita,2
David Smith,1
Adam Kopczynski,1
Piotr Dudzinski,1
Peter Brosens,4
Jessica Hope Woodworth,4
Noam Murro,2
Ned Farr,2
Isaac Florentine,9
Frantisek Belfín,1
František Vláčil,9
Chen Shi-Zheng,1
Abby Epstein,1
Esteban Sapir,1
Vardit Bilu,1
Dalia Hager,1
Szabolcs Hajdu,3
Samuel Benchetrit,2
César Charlone,2
Alexandre Bustillo,4
Julien Maury,4
Jennifer Flackett,1
Carter Smith,3
Jason Kohn,1
Nicholas Stoller,6
Daniel Waters,2
Jon Hurwitz,2
Hayden Schlossberg,2
Joachim Lafosse,5
Shane Abbess,3
Terry Kinney,1
J.P. Schaefer,1
Mekhi Phifer,1
Steve Barker,3
Andy Hurst,2
Arunas Matelis,1
Charles S. Gould,4
James C. McKay,1
Götz Spielmann,3
John Jeffcoat,1
Marcel Langenegger,1
Michael McCullers,1
Nathan Frankowski,2
Juan Carlos Cremata Malberti,1
Iraida Malberti Cabrera,1
Nelson McCormick,3
Henry Miller,2
Melissa Martin,1
Brian Smrz,1
Robert C. Cooper,1
Robert Cuffley,3
Bernie Goldmann,1
Melisa Wallack,1
Chad Rosen,1
Andrew Waller,1
Harris Goldberg,1
Alejandro Monteverde,2
Josh Gilbert,1
Joachim Trier,3
Ted Tetzlaff,8
Pierre Tremblay,1
Craig Sheffer,1
Sally George,1
Stephen Walker,1
Joshua Seftel,1
Gregory Wilson,2
Aaron Woolf,1
Andrews Jenkins,1
Cathy Randall,1
Dean Hamilton,1
Daniel Bitton,1
Steven Sebring,1
Pratibha Parmar,1
