name,num_films
Linda Shusett,1
Robert Boler,1
Jill Fosse,1
Renee McDonell,1
Dottie Catching,1
Colby Smith,1
Judy Ashton,1
Bill Couch Jr.,1
Angelo De Meo,1
Maren Jensen,1
Lisa Hartman,4
Bobby Dark,1
Neil Fletcher,2
Jonathon Gulla,1
Scott Hylands,7
Jon Cedar,5
Ian Ziering,12
Jeff Marcus,2
Jamie Bernstein,1
Susan George,16
Zachi Noy,3
Joonee Gamboa,5
Leo Martinez,5
Ken Metcalfe,5
Subas Herrero,1
Alan Amiel,4
Douglas Ivan,2
Bob Jones,2
Jack Turner,3
David Labiosa,4
Melanie Gaffin,1
Stephen MacKenna,1
George Belbin,1
Barbara Graley,1
George Lee,2
Arthur Lovegrove,5
Colin Rix,3
Barbara Ewing,5
Michael Carr,5
Samuel Berkowitz,2
Mary Ellen Brighton,1
John Alan Schwartz,1
Thomas Noguchi,2
James B. Schwartz,1
John Zimmerman,1
Michèle Baumgartner,1
Roger Van Hool,7
Véronique Silver,4
Joshua Bryant,2
Lance Guecia,1
Michael Huddleston,3
Scott Hardt,1
Miklos Simon,1
Michael Kovacs,1
Erin Moran,4
Zalman King,4
Taaffe O'Connell,4
Mary Ellen O'Neill,1
Mark Lee,4
Gerda Nicolson,2
Charles Lathalu Yunipingu,1
Heath Harris,1
Ron Graham,1
Tim McKenzie,1
Lino Ventura,30
Elsa Lunghini,1
Jean-Claude Penchenat,1
Yves Pignot,5
Michel Such,7
Douglas Fairbanks Jr.,25
Kelly Johnson,2
Claire Oberman,1
Shirley Gruar,1
Bruno Lawrence,6
Dee Hepburn,1
Clare Grogan,4
Robert Buchanan,3
Billy Greenlees,2
Allan Love,2
Chic Murray,2
Caroline Guthrie,2
Allison Forster,1
Douglas Sannachan,1
Janne 'Loffe' Carlsson,6
Stig Ossian Ericson,6
Yvonne Lombard,5
Nils Eklund,6
Stig Engström,4
Rolv Wesenlund,3
Georg Rydeberg,3
Peter Harryson,4
Lars Amble,8
Marie Göranzon,8
Ulf Brunnberg,10
Gunvor Pontén,5
Mona Seilitz,5
Ed Marshall,1
Melissa Sue Anderson,2
Sharon Acker,4
Tracey E. Bregman,1
Lisa Langlois,9
Michel-René Labelle,2
Richard Rebiere,1
Lesleh Donaldson,4
Earl Pennington,2
Murray Westgate,5
Jérôme Tiberghien,5
Maurice Podbrey,1
Walter Massey,4
Andy Kaufman,4
Rosalind Lloyd,3
Heather Wright,1
Dominic Jephcott,5
John Segal,2
Kevin O'Shea,3
Nick Maley,1
Barry Ford,3
Fee Waybill,1
Mia Bendixsen,3
Ann Mitchell,3
Pascale Rivault,2
Peter Bennett,2
Anthony Stewart Head,17
Frank Moorey,1
Juanin Clay,2
John Hart,6
Klinton Spilsbury,1
Lincoln Tate,5
Ted Flicker,1
Karl-Heinz von Hassel,4
Erik Schumann,6
Raúl Gimenez,1
Karin Baal,6
Elisabeth Volkmann,4
Matthias Fuchs,6
Helga Feddersen,1
Günther Kaufmann,12
Susan Dey,2
Terri Welles,1
Donna Kei Benz,3
Jeana Keough,3
Anita Merritt,2
Tony Fish,1
Harriet Bass,1
Seth Jones,1
Jan Claire,1
Alexander Murphy Jr.,1
Jimmy Steele,1
Carl Fredericks,1
Paul Ehlers,1
Tom Veilleux,1
Vicki Kenneally,1
Shelley Mathes,1
Lori Mathes,1
Stanislaw Tym,3
Barbara Burska,1
Christine Paul-Podlasky,3
Krzysztof Kowalewski,10
Bronisław Pawlik,3
Jerzy Turek,2
Jan Kociniak,1
Jerzy Bończak,3
Mitch Kreindel,1
Arthur Sellers,1
Neil Thompson,1
Carl Irwin,1
Jane Hallaren,3
Meadowlark Lemon,1
Tyann Means,1
Albert Sinkys,1
Darlene Stuto,1
Abel Ferrara,6
Bogey,1
Helen McGara,1
Nike Zachmanoglou,1
Peter Yellen,1
Editta Sherman,1
Paul Kelman,1
Lori Hallier,8
Neil Affleck,2
Rob Stein,1
Thomas Kovacs,2
Terry Waterland,1
Carl Marotte,5
Jim Murchison,1
Gina Dick,2
Peter Cowper,1
Jean Lenauer,1
Roy Butler,3
Tino Insana,2
Jamie Gillis,4
Samantha Grey,1
Ryan Hilliard,1
Joel M. Reed,1
Joan Hackett,9
Venida Evans,3
Vernel Bagneris,2
Tommy Rall,7
Lynda Day George,6
Ian Sera,3
May Heatherly,4
Leticia Marfil,1
Hilda Fuchs,3
Isabel Luque,1
Silvia Gambino,1
Emilio Linder,5
Bruce Le,2
Cristina Cottrelli,1
Roxana Nieto,1
Carmen Aguado,1
Steve Marachuk,1
Ted Richert,2
Leslie Graves,1
Connie Lynn Hadden,1
Tracey Berg,1
Albert Sanders,1
Lee Krug,1
Sally Ricca,1
Ancile Gloudon,1
Dorothy Cunningham,1
David Samson,1
Mary Garlington,1
Ken King,1
Joni Ruth White,3
Hans Kramm,1
Meridith Baer,1
Peter Elbling,3
Ron Foster,2
Cyrielle Clair,8
Marie-Christine Descouard,2
Pierre Saintons,2
Sidiki Bakaba,2
Dany Kogan,1
Marc Lamole,2
Jacques Canselier,2
Bernard Marcellin,1
Jean-Claude Bouillaud,3
Claude-Bernard Perot,1
Serge Nubret,2
Guillaume Corea,1
Jacques Derrida,1
Emily Browning,16
Francesca Rettondini,2
Bob Ruggiero,1
Jamie Giddens,1
Bam Margera,10
Steve-O,11
Chris Pontius,6
Dave England,4
Ryan Dunn,8
Preston Lacy,8
Jason Acuña,8
Ehren McGhehey,6
Brandon DiCamillo,5
Phil Margera,5
April Margera,5
Jess Margera,4
Rick Kosick,4
Loomis Fall,4
Chris Raab,2
Rake Yohn,4
Manny Puig,5
Mat Hoffman,5
Jeff Tremaine,5
Trip Taylor,4
Dimitry Elyashkevich,5
Sean Cliver,4
Greg Iguchi,3
Eric Koston,3
Clyde Singleton,3
Eric Esch,1
Cam'ron,3
Sally Hawkins,28
Alison Garland,3
Paul Jesson,5
Marion Bailey,8
Diveen Henry,3
Georgia Fitch,1
Robert Wilfort,4
Tracy O'Flaherty,3
Maxine Peake,9
Daniel Ryan,5
Di Botcher,2
Leo Bill,18
Oliver Korittke,8
Karl Markovics,14
Naím Thomas,4
Roger Coma,2
Lila Downs,3
Jesse Eisenberg,31
Ato Essandoh,13
Morena Baccarin,13
D. David Morin,5
Ida Lupino,28
Michael Winkelman,2
Joanna Pettet,9
Daliah Lavi,11
Terence Cooper,2
Barbara Bouchet,20
Gabriella Licudi,4
Tracey Crisp,4
Elaine Taylor,2
Derek Nimmo,6
Jonathan Routh,1
Jeanne Roland,3
Penny Riley,1
Sarah Patterson,2
Joey Albright,1
Wayne David Parker,1
James Porterfield,1
Guy Sanville,3
Alex Mulvaney,1
Kyle Broeders,1
Belinda 'Allee' Eagle,1
Jill Haworth,7
Michael Wager,2
George Maharis,11
Eddie Mayehoff,4
Edward Faulkner,7
Andrea Dromm,1
Sheldon Collins,1
Richard Schaal,4
Merrie Spaeth,1
Tippy Walker,1
Peter Duchin,1
Claudia Morgan,3
Keith Dallas,8
Aisha Tyler,9
Charles Payne,3
Beatrice Zeilinger,1
Said Mohamadi,1
Behnaz Jafari,2
Bahman Ghobadi,1
Mohamad Karim Rahmati,1
Rafat Moradi,1
Mayas Rostami,1
Saman Akbari,1
Ahmad Bahrami,1
Mohamad Moradi,1
Karim Moradi,1
Hassan Mohamadi,1
Rasool Mohamadi,1
Somaye Veisee,1
Richard Donat,7
Joseph Rutten,3
John Walf,1
Adam Curry,1
Rita Kvist,1
Jan Tore Kristoffersen,2
Karl Júlíusson,1
Peter Cobbold,1
Richard Scobie,1
Rie Rasmussen,3
Thierry Frémont,11
Fiona Curzon,3
Daniel Milgram,3
Salvatore Ingoglia,2
Bart De Palma,1
Régis Wargnier,1
Jean Chatel,1
Eva Darlan,10
Anthony Mackie,42
De'Angelo Wilson,1
Evan Jones,14
Omar Benson Miller,8
Mike Bell,3
Xzibit,11
Proof,2
Strike,1
Nashawn 'Ox' Breedlove,1
Miz-Korona,1
Craig Chandler,1
Cathy Verney,1
Anna Koch,1
Max Tzwangue,1
Atmen Kelif,6
Jackie Bateman,1
Courtney Campbell,1
Janie Story,1
Jackson Walker,4
Paul Davis,2
Alexandra Kamp,4
Kurupt,5
Bruce Weitz,6
Matt Battaglia,5
Stephen J. Cannell,2
Ross King,1
Hugh Mitchell,4
Edward Randell,1
Louis Doyle,2
Rochelle Douglas,1
Martin Bayfield,2
Gemma Padley,1
Jamie Yeates,1
Charlotte Skeoch,2
Helen Stuart,1
Heather Bleasdale,3
Tom Knight,3
Kathleen Cauley,1
David Alpay,5
Max Morrow,4
Dawn Roach,1
Garen Boyajian,2
Lousnak Abdalian,1
Ana Claudia Talancón,7
Sancho Gracia,12
Gastón Melo,3
Andrés Montiel,2
Blanca Loaria,1
Juan Ignacio Aranda,1
Jorge Zárate,5
Lorenzo de Rodas,1
Roger Nevares,1
Renee Faia,5
Dennis Lau,1
Kelsey Kemper,1
Jared McVay,2
Richard 'Pistol' Allen,1
Jack Ashford,1
Bob Babbitt,1
Benny 'Papa Zita' Benjamin,1
Eddie 'Bongo' Brown,1
Bootsy Collins,5
Johnny Griffith,1
Ben Harper,4
Joe Hunter,1
James Jamerson,1
Uriel Jones,1
Gerald Levert,1
Joe Messina,1
Meshell Ndegeocello,1
Joan Osborne,1
Rudy Robinson,1
Eul-boon Kim,1
Yoo Seung-Ho,5
Hyo-hee Dong,1
Kyung-hyun Min,1
Eun-kyung Yim,1
Antonio Resines,5
Juan Viadas,3
Enrique San Francisco,8
Felipe Vélez,3
Alfonso Martínez,1
Pedro Luis Lavilla,1
Kino Puello,1
Miguel A. Chacón,1
Arturo Arribas,1
Biaffra,1
Frank Ammirati,1
Tanya Allen,6
Gregory Calpakis,1
Adolf Wohlbrück,11
James McKechnie,2
Arthur Wontner,4
Harry Welchman,1
Robert Harris,5
Laurence Breuls,2
Linda Cropper,2
Rebecca Smart,1
Michelle Nolden,11
Connor Price,5
Hannah Gross,3
Beth Rogan,1
Dan Jackson,2
Antonie Kamerling,9
Nicholas Irons,1
Christopher Bondy,2
Elias Zarou,1
Rudy Webb,4
Lorn Eisen,1
Jacqueline Leung,1
Cindy Gomez,1
Emma Cleasby,5
Darren Morfitt,3
Chris Robson,2
Leslie Simpson,4
Tina Landini,1
Craig Conway,11
Bryn Walters,1
Brian Claxton Payne,2
Miklós B. Székely,8
Russell Friedenberg,1
Kimberly Liebe,1
Matthias Hues,9
Roland Sapper,1
Harvey J. Alperin,3
Darren Shahlavi,11
Birgit Stauber,1
Joe Cook,2
Jean-François Balmer,21
Christophe Malavoy,6
Lucas Belvaux,7
Jean-Louis Maury,4
Julien Ciamaca,2
Philippe Caubère,3
Nathalie Roussel,6
Victorien Delamare,3
Joris Molinas,2
Paul Crauchet,18
Michel Modo,11
Raoul Curet,2
Maxime Lombard,1
Benoit Martin,1
Jean-Pierre Darras,7
Michèle Loubet,1
René Loyon,1
Annick Danis,1
Michèle Barthélémy Zafrilla,1
Julie Timmerman,1
Philippe Uchan,10
Patrick Préjean,10
Jean-Marie Juan,2
Brian Blain,1
Emma James,1
Jackson Barton,1
Nana Coburn,1
Alexander Petersons,1
John Mann,5
Sylvie Orcier,1
Jean-Paul Farré,3
Shawn Phelan,3
Max Manwell,1
Christopher Goutman,1
Lisa Dunsheath,1
David Sederholm,1
Bill Nunnery,1
Diane Rode,1
Bryan Englund,2
Donna Davis,1
Carleton Carpenter,8
Joy Glaccum,1
Carey Hollis Jr.,1
Suzi McLaughlin,2
Lupe Juárez,1
Hoolihand Burke,1
Edwin Cooper,1
Max Nichols,1
Eloise Taylor,1
Don Plumley,1
Dorsey Wright,3
Robert Boyd,2
John Clarkson,1
Brian F. Dean,1
Fiorenza Marchegiani,1
Marco Messeri,12
Lello Arena,4
Marion Edward,1
Grant Page,4
Steve Millichamp,1
John Murphy,3
Bill Stacey,1
Angelica La Bozzetta,1
Rochelle Harris,1
Tony Bishop,3
Abbe Holmes,1
Carole-Ann Aylett,1
Ed Turley,2
Bill Anagnos,2
Kari Michaelson,1
Kevin Brando,2
Lee Broker,2
Mavor Moore,2
Adam Ludwig,1
Sonny Forbes,3
Jeremy Newson,1
Gary Martin,5
Slobodan Aligrudić,3
Ljiljana Blagojević,3
Nada Pani,1
David Rounds,1
Joel Stedman,1
Louis de Funès,37
Claude Gensac,14
Christine Dejoux,2
Henri Génès,5
Max Montavon,3
Perrette Souplex,2
Kristen Riter,1
Matthew Goldsby,1
Jerry Belson,1
Mimi Weddell,1
Joe Talarowski,1
Carl Jacobs,1
Oscar James,9
Robyn Flanery,1
Charlie Rich,1
David Allan Coe,3
Lacy J. Dalton,1
Johnny Paycheck,1
Brenda Siemer Scheider,2
Alan Leach,1
Trish Doolan,2
Anthony Mannino,2
Lex Monson,1
Patricia Roe,1
Robert Burr,3
Anne Andersen,1
Patti Hansen,3
Blaine Novak,1
Glenn Scarpelli,1
Vassili Lambrinos,3
Nick Nickeas,1
W.R. Brown,1
Norm Tobin,1
Gavin MacFadyen,3
Chuck Adamson,1
Sam Cirone,1
Spero Anast,1
Sam T. Louis,1
William LaValley,1
Lora Staley,2
Hal Frank,1
Karen Berger,3
John Santucci,2
David Scott,1
Paul Boensch III,1
Johnny Harra,1
Susan Myers,1
Michael Risley,2
Al Schuermann,1
Bob Jay Mills,2
Tacey Adams,2
Zia Harris,6
Rosamund Pike,26
Will Yun Lee,17
Mikhail Gorevoy,7
Rachel Grant,3
Mark Dymond,6
Katherine O'Sullivan,3
K. D. Aubert,4
Katt Williams,13
Rickey Smiley,1
Terry Crews,34
Lou Taylor Pucci,19
Quang Hai,1
Ferdinand Hoang,3
Pham Thi Mai Hoa,1
Mathias Mlekuz,9
Kevin Tran,2
Lap Phan,1
Tim Bennett,1
Hong Nhung,1
Lucia Noyce,1
Hiliary Douglas,1
Daniel Hung,1
Nguyen Kim Hoan,1
Trinh Mal Nguyen,1
Trong Pham,1
Vietnamese Policeman,1
Tran Do Luc,1
Vietnamese Guard,1
Nguyen Cong Ly,1
Natasha Hunter,1
Martine Monroe,1
Jose De la Vega,1
Roland Rohrer,1
Susan Parry,1
Nguyen Anh Dung,1
Peter Holdsworth,1
Ngoc Tuan Hoang,1
Trece Lambatan,1
Erwin Abarico,1
Jun Javier,1
Van Phuoc Nguyen,1
Mark Szeto,1
Askar Nurlanov,1
Douglas Gallagher,1
Nicholas Parry,1
Vov Dylan,1
Cecilia Bengolea,1
Leonardo Brzezicki,2
Adrián Fondari,3
Pablo Razuk,2
Fabián Talín,1
Carlos Issa,1
Fernando Moumdjian,1
Juan Martín Gravina,1
Pablo Sirianni,1
Cristian Dos Santos,1
Violeta Uman,1
Ezequial López,1
Adrián Blanco,1
Leonor Watling,18
Rosario Flores,2
Darío Grandinetti,10
Malou Airaudo,2
Caetano Veloso,3
Lola Dueñas,15
Adolfo Fernández,3
Helio Pedregal,2
Austin Stout,1
Norm Crosby,3
Lari Friedman,1
Brooks Arthur,1
James Barbour,2
J.D. Donaruma,4
Sharon Dugan,1
Kevin Grady,5
Betsy Hammer,2
Ali Hoffman,1
Todd Holland,4
Jason Housman,1
Seth Kearsley,1
Hunter Kitagawa,1
Joe Absolom,5
Jana Pallaske,12
Morgan Rusler,2
Shane Skelton,1
Donna Kimball,2
Dane A. Davis,3
Austin Majors,1
John Cygan,11
Desiree Zurowski,7
Alexander Gould,8
Jonathan Cherry,10
Jessica Amlee,6
David Abbott,3
Jodelle Ferland,17
Jamie Rose,6
Catherine Carlen,3
Kristina Loggia,1
Mel Castelo,1
Martin Feifel,6
Matthias Matschke,6
Doris Schretzmayer,2
Devid Striesow,17
Barbara Philipp,1
Aykut Kayacık,5
Oliver Mommsen,1
This Maag,1
Johanna von Halem,1
Sandra Nedeleff,3
Hanna Rudolph,1
Jamie Schuricht,1
Tim-Owe Georgi,1
Franz Gröning,1
Paula Paul,5
Bernd Marszahn,1
Torsten Buchsteiner,2
Dieter Dost,4
Gotthard Lange,4
Frank Kusche,1
Monika Jones,1
Ralph Misske,3
Shellye Broughton,1
Matthias Schmidt,1
Eric Hamel,1
Robert Mansfeld,1
Frank Muche,1
Angela Schijf,4
Beau van Erven Dorens,1
Florence Kasumba,4
Dorothée Capelluto,1
Anniek  Pheifer,3
Svetlana Pismichenko,3
Mariya Zhukova,1
Yuriy Kuznetsov,14
Irina Rakshina,3
Sergei Murzin,1
Igor Shibanov,6
Viktor Sukhorukov,18
Andrey Fedortsov,9
Vladimir Ermilov,2
Larisa Guzeeva,3
Andrey Myagkov,7
Aleksey Petrenko,11
Viktor Proskurin,8
Georgi Burkov,12
Aleksandr Pankratov-Chyornyy,6
Olga Volkova,10
Borislav Brondukov,18
Sergei Artsybashev,4
Per Christian Ellefsen,4
Sven Nordin,9
Marit Pia Jacobsen,2
Per Christensen,3
Hilde Olausson,2
Ola Otnes,1
Camille Keaton,8
Eron Tabor,1
Richard Pace,1
Anthony Nichols,1
Gunter Kleemann,1
Alexis Magnotti,1
Tammy Zarchi,1
Terry Zarchi,1
Traci Ferrante,1
William Tasgal,1
Isaac Agami,1
Ronit Haviv,1
Donald Sinden,13
David Hartman,3
David Gwillim,4
Agneta Eckemyr,2
Gunnar Öhlund,1
Lasse Kolstad,1
Erik Silju,1
Rolf Søder,5
Torsten Wahlund,2
Niels Hinrichsen,1
Michael Raysses,2
Zack Phifer,2
Brien Varady,1
Donna Wilson,1
Joshua Morrell,1
Eva Kryll,2
Tammy Shields,1
Jan Zierold,1
Barbara Klein,1
Sean Johnson,1
Matthias Kraus,1
Ray Kaselonis,1
Christine Goebbels,1
Axel Berg,1
Tara Spencer-Nairn,3
Mary Walsh,5
Aviva Joel,2
Nikolas Lansky,1
Franz Buchrieser,3
Lee Horsley,6
Anna Bjorn,3
Joe Regalbuto,9
Earl Maynard,4
Michael Evans,4
Anthony Farrar,1
Tammi Furness,1
Hubie Kerns Jr.,1
Michael Hoit,1
James Jarnigan,2
Edgy Lee,1
Charlie Messenger,1
Christina Nigra,3
Alvah Stanley,1
Mark Steffan,1
Barry Chase,1
Corinne Calvet,8
Suzy Mandel,1
Paul Daneman,3
David Kernan,1
Gary Bond,2
Chief Mangosuthu Buthelezi,1
Kerry Jordan,1
Gert Van den Bergh,2
Dickie Owen,4
Dafydd Havard,2
Richard Davies,3
Tom Gerrard,1
Peter Gill,2
Ivor Emmanuel,1
Jerome Le Page,2
Roger Willie,1
Sandra Lee Gimpel,1
Lisa Love,1
Christian Kahrmann,5
John Keogh,8
David Barrash,1
Dirk Martens,2
Matthew Harbour,2
Maria Pia Calzone,4
Emily Siewert,1
Florian Fitz,3
Anatole Taubman,18
Wu Chun,3
Han Geng,6
Barbie Hsu,6
Liu Qian,1
Annie Shizuka Inoh,4
Tao Yang,1
Xie Shang-Chen,1
Philippe Torreton,11
Nadia Kaci,4
Véronique Ataly,1
Nathalie Bécue,2
Emmanuelle Bercot,6
Françoise Bette,3
Christine Citti,4
Christina Crevillén,2
Sylviane Goudal,2
Kelly Mercier,1
Betty Teboulle,1
Gérard Giroudon,1
Marief Guittier,1
Daniel Delabesse,1
Jean-Claude Frissung,2
Philippe Meyer,1
Gerald Cesbron,1
Stefan Elbaum,2
Nathalie Desprez,1
Françoise Miquelis,2
Frédéric Richard,1
Johanne Cornil-Leconte,1
Lambert Marchal,1
Sylvie Delbauffe,1
Mathieu Lenne,1
Maria Callas,1
Giuseppe Gentile,1
Margareth Clémenti,5
Gerard Weiss,1
Sergio Tramonti,4
Luigi Barbini,1
Jean Shepard,1
Gianluca Arcopinto,1
Vera Gemma,3
Joe Coleman,3
Selen,2
Ken'ichi Endô,21
Shungiku Uchida,4
Kazushi Watanabe,1
Jun Mutô,1
Fujiko,2
Shôko Nakahara,2
Ikko Suzuki,3
Jorge Donn,1
Rita Poelvoorde,1
Evelyne Bouix,3
Raymond Pellegrin,16
Paul Préboist,17
Jean-Claude Bouttier,1
Ginette Garcin,3
Manuel Gélin,3
Candice Patou,2
Maïa Simon,2
Sarah Abrell,1
Mireille Audibert,1
Christophe Bourseiller,6
Anne Caudry,3
Louise Chevalier,6
Véronique Coquet,1
Thérèse Crémieux,1
Katalin Csarny,1
Dan Daes,1
Nicole Daresco,1
Andrée Delair,1
Linda Dingwall,1
Maxime Dufeu,2
Andy Fenwick,3
Farmer Fuller,1
Ernie Garrett,2
Charles Gérard,11
Evelyne Hue,1
Gérard Ismaël,1
Philippe Jacques,1
Lyle Joyce,1
Belinda Carlisle,1
Klaus Nomi,2
Gang of Four,1
Pere Ubu,1
Gary Numan,3
Leonard Pietraszak,3
Ewa Szykulska,5
Krzysztof Kiersznowski,7
Zdzisław Kuźniar,3
Józef Para,1
Nils Brandt,5
Siw Malmkvist,1
Per Grundén,8
Jan-Olof Strandberg,4
Bengt Stenberg,1
Hans Sundberg,1
Urban Sahlin,2
Jean-Paul Chakbazof,1
Lis Nilheim,5
Mille Schmidt,3
Gunnar 'Knas' Lindkvist,3
Kjell-Hugo Grandin,2
Albert Bitterling,1
Roscoe Collins,1
Pelé,4
Bobby Moore,1
Osvaldo Ardiles,1
Paul Van Himst,1
Kazimierz Deyna,1
Hallvar Thoresen,1
Mike Summerbee,1
Co Prins,1
Russell Osman,1
John Wark,3
Søren Lindsted,1
Kevin O'Callaghan,1
Gary Waldhorn,3
Laurie Sivell,1
Alma Martinez,6
Lee Taylor-Allan,1
Phillip Clark,3
Elizabeth Ward,1
Gordon Watkins,1
Carol Levy,1
James Arcuri,1
Steve Dash,2
Paula Raflo,1
Mallory Jones,1
Robert Pastner,1
Dorothy Dorian James,1
John Weissman,1
Brie Howard,1
Crofton Hardester,2
Kendra Kirchner,1
Gary Corarito,1
Mary Ann Fisher,1
Ian Scheibel,1
Wayne Springfield,1
Julia Gibson,1
Randy Connor,1
Roger Kelton,1
Rachel Talalay,2
Johanne Todd,1
Rachid Ferrache,2
Frank Hoffmann,1
Benno Sterzenbach,3
Florent Pagny,3
Rita Rusic,2
Mauro Di Francesco,4
Toni Ucci,8
Vincenzo Crocitti,8
Francesco Salvi,5
Armando Celso,3
Diego Cappuccio,1
Giuseppe Castellano,16
Mario Pedone,4
Iris Peynado,4
Elsa Vazzoler,1
Ennio Antonelli,24
Anna Kanakis,6
Bob Elliott,4
Ray Goulding,3
Eric Gurry,3
B.J. Barie,1
Benjamin H. Carlin,1
Isela Vega,8
Sharon Compton,2
Paul Clemens,4
Katherine Moffat,2
Logan Ramsey,6
Victoria Wells,2
Gail Benedict,2
Lee Lund,1
Paula Lynn,1
Andrea Pike,1
Terry Calloway,1
Jennifer Nairn-Smith,1
Melanie Winter,1
Brian Bullard,3
Jeff Calhoun,2
David Warren Gibson,2
Manuel Viescas,1
Gary Sexton,2
Billy Silva,1
Bill McLaughlin,2
Esther Sylvey,1
Luis Mejía,1
Roberto Rivera,1
Jay Thurman,1
Craig Terry,1
Adalberto Cortez,1
Concepción Palmeres,1
Juan Salas,1
Norma Mayo,1
Paula Ruiz,1
Carlos Bruno Villaneuva,1
Ronne Drummond,1
Richard Watts,1
Bernice E. Shamaley,1
Kenna Espersen,1
Glenda Meadows,1
Joe Zizik,1
Maria Delgado,1
Francisco Farias,1
Edmundo Alonzo,1
Alan Gibbs,2
Beverly Overstreet,1
Jean-Philippe Léonard,1
Jean Leuvrais,2
Claudia Morin,1
Zabou Breitman,21
Philippe Kelly,1
Alain Beigel,2
Michel Bonnet,1
Francis Lemaire,3
Robert le Béal,2
Gaëlle Legrand,1
Mathieu Rivolier,1
Laetitia Gabrielli,1
Catherine Griffoni,1
Tim Preece,5
Hugh Walters,3
Catherine Willmer,3
Gladys Crosbie,1
Tom Mahoney,7
John Malloy,3
Atsuo Nakamura,3
Kiyoaki Nagai,1
Kenta Fukasaku,1
Akio Kameda,1
Hisashi Osaka,1
Pamela Bowman,1
Merrie Lynn Ross,3
Stefan Arngrim,6
Neil Clifford,1
Steve Pernie,2
Robert Reece,1
Joseph Kelly,2
Marta Heflin,3
Wojciech Pszoniak,10
Alain Macé,1
Emmanuelle Debever,1
Krzysztof Globisz,11
Marian Kociniak,3
Joe Silver,6
Al LeBreton,1
Francis B. Creamer Jr.,1
Cüneyt Arkın,2
Aytekin Akkaya,3
Füsun Uçar,1
Susan Saiger,2
John Shearin,1
Darcy Pulliam,1
Richard Blackburn,3
Lynn Hobart,1
Mark Woods,1
Ben Haller,1
Roberta Spero,1
Vernon Demetrius,1
Arlene Harris,1
Buster Wilson,1
Marta Fergusson,1
Pamela Carter,1
Ralph Brannen,1
Rick Waln,1
Wendy Bartel,2
Leonard Roberts,7
Candace Carey,1
Shay Roundtree,1
Miguel A. Gaetan,1
J. Anthony Brown,2
Tyreese Burnett,1
Brandon Hirsch,2
Angela Elayne Gibbs,3
Rachel McAdams,25
Maritza Murray,1
Tia Mowry,6
Tamera Mowry,6
Angie Stone,2
Matt Weinberg,3
Michelle Branch,1
Megan Kuhlmann,1
Ashlee Simpson,3
Scott Dolezal,1
Maria-Elena Laas,2
Berglind Icey,1
Marissa Matrone,1
Priscilla Lopez,4
Sharon Wilkins,8
Jayne Houdyshell,2
Marilyn Torres,3
Lou Ferguson,1
Di Quon,3
Stuart Baird,1
Alan Dale,16
Bryan Singer,7
David Ralphe,1
James M. Connor,3
Jill Anderson,1
Mark Venhuizen,1
Juan José Ballesta,9
Pablo Galán,1
Alberto Jiménez,5
Ana Wagener,7
Nieve de Medina,2
Javier Lago,1
Soledad Osorio,1
Omar Muñoz,2
Alfonso Vallejo,1
Manolo Caro,4
Juan Carlos Martín,1
Máximo Jiménez,1
Miguel Ángel Gutiérrez,1
Alberto Parras,1
Adrián Gil,1
Juan Ramón Deacal,1
Andrés Gertrúdix,5
Rosario Santesmases,1
Pau Cólera,2
Ana Frau,1
Esteban Masana,1
Enrique Pérez 'Mao',1
Rafael Martínez Ruiz,1
Carmen del Valle,2
Joaquín Berrueco,1
Concha Santiago,1
Juan Lorente,1
Makauly Guillermo,1
Tamara Quitral,1
Carlos Morote,1
Alicia Cifredo,1
Daniel Contreras,1
Golfo,1
Sophie Vavasseur,4
Irene Walsh,1
Jim Simpson,1
Charlotte Simpson,1
Julian Trompeter,1
Katharine Schreiber,1
Lucas DeBassac,1
Joshua Ross,1
Alfredo Narciso,5
Julia Nelson Black,1
Eusebio Poncela,9
Mónica López,3
Alber Ponte,1
Andrea San Vicente,1
Jesús Noguero,1
Ramón Serrada,1
Marisa Lull,1
Jillian Stacom,1
Kathleen McDermott,4
James Wilson,2
Bryan Dick,5
Ruby Milton,1
Linda McGuire,1
Raife Patrick Burchell,1
Des Hamilton,3
Calum Gittins,2
John Bach,5
Robbie Magasiva,5
Robyn Malcolm,4
Bruce Phillips,4
Raymond Trickitt,3
Stephen Ure,2
Nathaniel Lees,7
Sam Comery,1
Bruce Hopkins,4
John Leigh,2
Jiang Hong-Bo,2
Teruyuki Kagawa,27
Ding Yuan,1
Zhijun Cong,2
Zi Xi,1
Haibin Li,3
Kenya Sawada,5
Weidong Cai,1
Lianmei Chen,1
Yoshimoto Miyaji,1
Qiang Chen,2
Tony Siragusa,1
Misha Kuznetsov,2
Patrice O'Neal,4
Dania Ramirez,11
Larissa Drekonja,2
Derek Luke,19
Malcolm David Kelley,3
Joy Bryant,14
Leonard Earl Howze,6
Yolanda Ross,2
Flaminia Fegarotti,1
Lucy Davenport,6
Angela Pleasence,8
Dorian Missick,7
Janine LaManna,1
Katheryn Winnick,20
Tim Kang,4
Wynter Kullman,5
Mandy Siegfried,4
Mark Zeisler,4
Jonathan Dokuchitz,1
Joseph Badalucco Jr.,2
Libby West,1
Shannon Fiedler,1
Melissa Greenspan,3
Moira Quirk,2
Jodi Carlisle,3
Lloyd Adams,3
Lina Giornofelice,1
Anne Openshaw,3
Bishop Brigante,2
Alan van Sprang,7
Tony Maggio,2
